Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Asthma,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,COP
2022,PA,Pennsylvania,Montgomery,42091,42091208906,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.8,12.6,4194,3179,POINT (-75.6407986 40.2539189),42091208906,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.2
2022,PA,Pennsylvania,Philadelphia,42101,42101015600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.8,12.4,1902,1547,POINT (-75.141891 39.9790066),42101015600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.8
2022,PA,Pennsylvania,Philadelphia,42101,42101007200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.8,,,12.3,15.4,4502,3430,POINT (-75.2332142 39.9446375),42101007200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.5
2022,PA,Pennsylvania,Northampton,42095,42095016901,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.5,,,8.3,10.8,3388,2616,POINT (-75.3578004 40.699903),42095016901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.0
2022,PA,Pennsylvania,Philadelphia,42101,42101002000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.5,11.9,2537,2137,POINT (-75.1843188 39.9381467),42101002000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.0
2022,PA,Pennsylvania,Northampton,42095,42095015500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.9,6263,5218,POINT (-75.2604817 40.8187855),42095015500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Philadelphia,42101,42101017201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,14.5,,,12.9,16.1,2903,2235,POINT (-75.1686145 39.9993972),42101017201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,13.1
2022,PA,Pennsylvania,Philadelphia,42101,42101017500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.9,,,11.5,14.4,6711,4840,POINT (-75.1429842 39.997915),42101017500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.4
2022,PA,Pennsylvania,Philadelphia,42101,42101001001,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.0,,,7.9,10.0,2993,2737,POINT (-75.151602 39.9456722),42101001001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.4
2022,PA,Pennsylvania,Montgomery,42091,42091206801,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.6,10.0,7192,5681,POINT (-75.3400183 40.1941195),42091206801,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.2
2022,PA,Pennsylvania,Northampton,42095,42095017103,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.1,11.8,5690,4519,POINT (-75.2041698 40.7293582),42095017103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.0
2022,PA,Pennsylvania,Philadelphia,42101,42101009100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.6,12.0,3934,3674,POINT (-75.1977245 39.9594179),42101009100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.1
2022,PA,Pennsylvania,Philadelphia,42101,42101007900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.3,4722,3999,POINT (-75.218257 39.950463),42101007900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.6
2022,PA,Pennsylvania,Philadelphia,42101,42101009300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,14.0,,,12.4,15.6,4261,3241,POINT (-75.2240326 39.962289),42101009300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.0
2022,PA,Pennsylvania,Montgomery,42091,42091205809,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.2,,,8.1,10.4,2767,2206,POINT (-75.3675835 40.1083703),42091205809,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.1
2022,PA,Pennsylvania,Montgomery,42091,42091204900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.2,,,8.0,10.4,5540,4257,POINT (-75.3236966 40.0467421),42091204900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.8
2022,PA,Pennsylvania,Philadelphia,42101,42101003702,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.5,11.9,3678,2877,POINT (-75.1824353 39.9245287),42101003702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.3
2022,PA,Pennsylvania,Montgomery,42091,42091204200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.2,,,8.0,10.4,1493,1279,POINT (-75.3187772 40.0703139),42091204200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.4
2022,PA,Pennsylvania,Philadelphia,42101,42101006000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.6,,,11.1,14.0,6607,5035,POINT (-75.2382191 39.9115855),42101006000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.4
2022,PA,Pennsylvania,Philadelphia,42101,42101014500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.3,,,11.0,13.8,2718,2286,POINT (-75.1484189 39.9760715),42101014500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.1
2022,PA,Pennsylvania,Philadelphia,42101,42101004103,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.9,11.2,4273,3082,POINT (-75.1597758 39.9192616),42101004103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.4
2022,PA,Pennsylvania,Philadelphia,42101,42101001102,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.1,,,8.1,10.2,2800,2549,POINT (-75.156696 39.9442654),42101001102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,2.5
2022,PA,Pennsylvania,Montgomery,42091,42091203601,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.2,,,10.7,13.8,3068,2158,POINT (-75.3376717 40.122652),42091203601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.8
2022,PA,Pennsylvania,Philadelphia,42101,42101002702,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.8,11.1,4268,3586,POINT (-75.1495606 39.9280114),42101002702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.6
2022,PA,Pennsylvania,Northampton,42095,42095016002,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.4,12.2,4594,3755,POINT (-75.5736292 40.7619111),42095016002,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.0
2022,PA,Pennsylvania,Philadelphia,42101,42101004002,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.2,5359,4429,POINT (-75.167416 39.9188943),42101004002,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.1
2022,PA,Pennsylvania,Philadelphia,42101,42101016300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,10.0,12.6,3243,2419,POINT (-75.1339156 39.9885061),42101016300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.1
2022,PA,Pennsylvania,Philadelphia,42101,42101010100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.2,,,10.9,13.7,5640,4362,POINT (-75.2425291 39.9721397),42101010100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.5
2022,PA,Pennsylvania,Philadelphia,42101,42101000401,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.8,9.9,3123,2972,POINT (-75.1758082 39.9541871),42101000401,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.8
2022,PA,Pennsylvania,Philadelphia,42101,42101011800,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.4,,,11.0,13.9,5491,4500,POINT (-75.2357403 39.9852922),42101011800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.8
2022,PA,Pennsylvania,Philadelphia,42101,42101012501,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.3,,,8.2,10.4,2935,2848,POINT (-75.1650735 39.9605615),42101012501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.5
2022,PA,Pennsylvania,Montgomery,42091,42091204103,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.3,,,8.1,10.6,2076,1924,POINT (-75.3071619 40.0722561),42091204103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,2.3
2022,PA,Pennsylvania,Northampton,42095,42095015300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.3,,,9.0,11.7,5148,4166,POINT (-75.1930203 40.8479486),42095015300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.4
2022,PA,Pennsylvania,Northampton,42095,42095010700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.1,,,10.6,13.8,4983,4125,POINT (-75.3790732 40.627975),42095010700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.3
2022,PA,Pennsylvania,Philadelphia,42101,42101008400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.2,,,11.7,14.7,4611,3515,POINT (-75.235468 39.9579899),42101008400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.9
2022,PA,Pennsylvania,Montgomery,42091,42091204008,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.6,11.2,3160,2549,POINT (-75.3070508 40.0887765),42091204008,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.8
2022,PA,Pennsylvania,Philadelphia,42101,42101018400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.7,12.2,2278,1733,POINT (-75.0629819 40.0033336),42101018400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Montgomery,42091,42091207300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.5,12.3,2729,2119,POINT (-75.3308291 40.3227551),42091207300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.9
2022,PA,Pennsylvania,Northampton,42095,42095016902,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.6,11.2,3534,2721,POINT (-75.3040093 40.7120354),42095016902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.6
2022,PA,Pennsylvania,Montgomery,42091,42091203901,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.4,,,10.0,12.9,3529,2433,POINT (-75.3409226 40.1178993),42091203901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.7
2022,PA,Pennsylvania,Montgomery,42091,42091200505,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.0,,,7.9,10.2,6940,5618,POINT (-75.1895292 40.2149229),42091200505,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.5
2022,PA,Pennsylvania,Northampton,42095,42095014200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.9,,,10.4,13.5,6106,4412,POINT (-75.2276307 40.6892143),42095014200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.5
2022,PA,Pennsylvania,Northampton,42095,42095017104,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.5,,,8.3,10.9,3721,3014,POINT (-75.225667 40.7459411),42095017104,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.8
2022,PA,Pennsylvania,Montgomery,42091,42091208601,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.7,,,8.5,11.0,7658,5637,POINT (-75.5178932 40.2497662),42091208601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.4
2022,PA,Pennsylvania,Philadelphia,42101,42101018001,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.0,2485,2010,POINT (-75.1128 39.9810569),42101018001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.9
2022,PA,Pennsylvania,Northampton,42095,42095015902,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,8.9,11.6,3954,3213,POINT (-75.4493582 40.7782684),42095015902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.3
2022,PA,Pennsylvania,Philadelphia,42101,42101000101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.8,9.9,2329,2225,POINT (-75.1468375 39.950546),42101000101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,2.1
2022,PA,Pennsylvania,Philadelphia,42101,42101006700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.2,,,11.7,14.7,7450,5365,POINT (-75.2242816 39.9242475),42101006700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.0
2022,PA,Pennsylvania,Montgomery,42091,42091204400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.3,,,8.1,10.6,3559,2490,POINT (-75.230258 40.0115218),42091204400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.2
2022,PA,Pennsylvania,Montgomery,42091,42091208901,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.2,,,9.8,12.7,3702,2945,POINT (-75.6528166 40.2578959),42091208901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.3
2022,PA,Pennsylvania,Montour,42093,42093050100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.6,12.4,3754,2790,POINT (-76.6866484 41.0913953),42093050100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.8
2022,PA,Pennsylvania,Montgomery,42091,42091203701,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.1,1620,1389,POINT (-75.3432088 40.1331657),42091203701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.4
2022,PA,Pennsylvania,Philadelphia,42101,42101011500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.7,,,11.3,14.2,4104,3214,POINT (-75.2518303 39.9773687),42101011500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.5
2022,PA,Pennsylvania,Montgomery,42091,42091203205,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.4,,,8.3,10.8,2245,1708,POINT (-75.2543154 40.1545859),42091203205,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.4
2022,PA,Pennsylvania,Montgomery,42091,42091203303,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.6,,,8.4,10.9,4055,3563,POINT (-75.3234038 40.1496871),42091203303,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.0
2022,PA,Pennsylvania,Montgomery,42091,42091203403,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.6,,,8.4,10.9,3247,2872,POINT (-75.3748863 40.1220607),42091203403,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.0
2022,PA,Pennsylvania,Philadelphia,42101,42101000806,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.9,,,7.9,10.0,2702,2558,POINT (-75.1661849 39.9483711),42101000806,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,2.9
2022,PA,Pennsylvania,Philadelphia,42101,42101006300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.0,,,11.6,14.5,4022,2826,POINT (-75.2399761 39.9210844),42101006300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.5
2022,PA,Pennsylvania,Philadelphia,42101,42101010600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,14.2,,,12.6,15.8,1476,1129,POINT (-75.2079213 39.9646327),42101010600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,14.1
2022,PA,Pennsylvania,Philadelphia,42101,42101000702,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.8,9.9,2012,1943,POINT (-75.1778219 39.9514178),42101000702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.3
2022,PA,Pennsylvania,Philadelphia,42101,42101013701,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.3,11.7,2122,1874,POINT (-75.1866322 39.9779769),42101013701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.1
2022,PA,Pennsylvania,Philadelphia,42101,42101001400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.7,11.0,4736,4128,POINT (-75.171593 39.9429436),42101001400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.7
2022,PA,Pennsylvania,Philadelphia,42101,42101015102,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,15.0,,,13.3,16.8,4154,3124,POINT (-75.179428 39.9861429),42101015102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,13.7
2022,PA,Pennsylvania,Northumberland,42097,42097080500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.3,3832,3160,POINT (-76.7729718 40.9321358),42097080500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.9
2022,PA,Pennsylvania,Philadelphia,42101,42101003002,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.4,11.8,3529,3118,POINT (-75.1711915 39.9327263),42101003002,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.3
2022,PA,Pennsylvania,Montgomery,42091,42091209202,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.6,12.4,2214,1715,POINT (-75.6789421 40.2519439),42091209202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.1
2022,PA,Pennsylvania,Philadelphia,42101,42101012203,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.2,658,618,POINT (-75.2093403 40.0074872),42101012203,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,2.8
2022,PA,Pennsylvania,Montgomery,42091,42091202201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.4,4821,3717,POINT (-75.1027941 40.0648144),42091202201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.5
2022,PA,Pennsylvania,Montgomery,42091,42091980100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.7,10.0,3170,3163,POINT (-75.4330796 40.2248797),42091980100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.3
2022,PA,Pennsylvania,Montgomery,42091,42091201410,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.5,,,8.3,10.8,2552,2012,POINT (-75.207737 40.159872),42091201410,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.5
2022,PA,Pennsylvania,Perry,42099,42099030601,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.4,,,10.0,12.9,4712,3522,POINT (-77.32855 40.3809648),42099030601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.0
2022,PA,Pennsylvania,Montgomery,42091,42091201204,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.8,11.4,2289,1860,POINT (-75.2355317 40.1689293),42091201204,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.8
2022,PA,Pennsylvania,Montgomery,42091,42091200301,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,9.0,11.6,6749,5332,POINT (-75.1227437 40.1675106),42091200301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.0
2022,PA,Pennsylvania,Montgomery,42091,42091207202,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.6,11.2,4625,3560,POINT (-75.3214609 40.313244),42091207202,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.8
2022,PA,Pennsylvania,Montgomery,42091,42091208204,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.4,3355,2628,POINT (-75.623876 40.3062897),42091208204,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.4
2022,PA,Pennsylvania,Northumberland,42097,42097080900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.2,11.8,3060,2593,POINT (-76.4416629 40.7945637),42097080900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.6
2022,PA,Pennsylvania,Philadelphia,42101,42101007700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.4,11.9,2302,2146,POINT (-75.2082583 39.9463523),42101007700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.5
2022,PA,Pennsylvania,Northampton,42095,42095016201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.6,12.4,5884,4596,POINT (-75.4997741 40.6924486),42095016201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.5
2022,PA,Pennsylvania,Montgomery,42091,42091200906,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.5,,,8.3,10.8,2191,1744,POINT (-75.2648247 40.2355696),42091200906,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.8
2022,PA,Pennsylvania,Montgomery,42091,42091210500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.7,,,8.4,10.9,4580,3609,POINT (-75.1929315 40.0836945),42091210500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.0
2022,PA,Pennsylvania,Montgomery,42091,42091202603,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,9.0,11.6,3096,2491,POINT (-75.1555676 40.0972122),42091202603,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.8
2022,PA,Pennsylvania,Montgomery,42091,42091205805,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.7,10.0,3420,2681,POINT (-75.3693979 40.098379),42091205805,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.4
2022,PA,Pennsylvania,Philadelphia,42101,42101003902,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.3,11.8,5697,4780,POINT (-75.1744099 39.9167148),42101003902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.4
2022,PA,Pennsylvania,Montgomery,42091,42091205904,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.3,,,8.1,10.5,2331,1896,POINT (-75.3494908 40.0656943),42091205904,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.5
2022,PA,Pennsylvania,Montgomery,42091,42091201605,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.6,11.2,3265,2483,POINT (-75.1424822 40.1313884),42091201605,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.7
2022,PA,Pennsylvania,Montgomery,42091,42091207500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.6,11.1,3172,2525,POINT (-75.4458025 40.2956381),42091207500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.5
2022,PA,Pennsylvania,Northumberland,42097,42097081200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.6,11.1,5841,5227,POINT (-76.5171306 40.7752737),42097081200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.7
2022,PA,Pennsylvania,Montgomery,42091,42091208304,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.6,11.2,5307,3738,POINT (-75.591442 40.2996642),42091208304,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.1
2022,PA,Pennsylvania,Northampton,42095,42095017607,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.4,,,8.2,10.7,8278,6891,POINT (-75.2930291 40.6517832),42095017607,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.8
2022,PA,Pennsylvania,Montgomery,42091,42091201502,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.1,,,7.9,10.4,2070,1619,POINT (-75.0927952 40.1109306),42091201502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.5
2022,PA,Pennsylvania,Philadelphia,42101,42101009600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.1,,,11.7,14.7,4275,3219,POINT (-75.2435075 39.9655396),42101009600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.3
2022,PA,Pennsylvania,Northumberland,42097,42097080100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.2,4436,3457,POINT (-76.7815208 41.0876968),42097080100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.1
2022,PA,Pennsylvania,Northumberland,42097,42097081600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.1,,,10.7,13.6,2521,1913,POINT (-76.5586663 40.7850471),42097081600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,12.4
2022,PA,Pennsylvania,Perry,42099,42099030301,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.3,12.1,4575,3666,POINT (-77.0365176 40.3535804),42099030301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.5
2022,PA,Pennsylvania,Montgomery,42091,42091206600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.0,1296,1015,POINT (-75.4657242 40.2578591),42091206600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.9
2022,PA,Pennsylvania,Philadelphia,42101,42101008802,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,9.9,12.7,6580,6201,POINT (-75.2027609 39.9529471),42101008802,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.1
2022,PA,Pennsylvania,Montgomery,42091,42091201902,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.4,5833,4730,POINT (-75.1088923 40.0830623),42091201902,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.7
2022,PA,Pennsylvania,Philadelphia,42101,42101016600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.0,,,11.5,14.5,1838,1540,POINT (-75.1536062 39.9890491),42101016600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.6
2022,PA,Pennsylvania,Montgomery,42091,42091201408,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.6,,,7.5,9.8,4400,3432,POINT (-75.1610917 40.155513),42091201408,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.9
2022,PA,Pennsylvania,Philadelphia,42101,42101003600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.5,,,10.2,12.8,6571,4771,POINT (-75.1920207 39.9279253),42101003600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.9
2022,PA,Pennsylvania,Montgomery,42091,42091206906,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.5,11.1,2938,2405,POINT (-75.3329799 40.2272331),42091206906,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.0
