county,license_type,lat,lon,geometry,cluster
CHESTER,Retail,39.825092,-75.77565,POINT (-75.77565 39.825092),375
CHESTER,OTP Retail,39.825092,-75.77565,POINT (-75.77565 39.825092),375
BUCKS,Cig/OTP Retail,40.065834,-74.975086,POINT (-74.975086 40.065834),260
YORK,Cigarette/OTP Retail,40.116105,-77.036808,POINT (-77.036808 40.116105),522
YORK,Cigarette/OTP Retail,40.115724015,-77.037359037,POINT (-77.037359037 40.115724015),522
LACKAWANNA,Cigarette Retail,41.557223,-75.524632,POINT (-75.524632 41.557223),932
LACKAWANNA,OTP Retail,41.557223,-75.524632,POINT (-75.524632 41.557223),932
ALLEGHENY,Cigarette/OTP Retail,40.487499,-80.055883,POINT (-80.055883 40.487499),-1
CHESTER,Retail,40.043041,-75.529124,POINT (-75.529124 40.043041),1270
CHESTER,OTP Retail,40.043041,-75.529124,POINT (-75.529124 40.043041),1270
PHILADELPHIA,Cig/OTP Retail,39.956121,-75.176871,POINT (-75.176871 39.956121),1
BERKS,Cigarette Vending,40.263087859,-75.734522448,POINT (-75.734522448 40.263087859),-1
NORTHAMPTON,OTP Retail,40.69112,-75.21136,POINT (-75.21136 40.69112),21
LAWRENCE,Cigarette/OTP Retail,41.02282,-80.18663,POINT (-80.18663 41.02282),735
ALLEGHENY,Cigarette/OTP Retail,40.43952,-79.997859,POINT (-79.997859 40.43952),174
PHILADELPHIA,Cigarette/OTP Retail,40.029371008,-75.150030039,POINT (-75.150030039 40.029371008),1
DAUPHIN,OTP Retail,40.266698017,-76.865998989,POINT (-76.865998989 40.266698017),87
PHILADELPHIA,Cig/OTP Retail,39.953296,-75.171498,POINT (-75.171498 39.953296),1
PHILADELPHIA,Cigarette/OTP Retail,39.969248,-75.154481,POINT (-75.154481 39.969248),1
PHILADELPHIA,Retail,39.92624,-75.183298,POINT (-75.183298 39.92624),1
PHILADELPHIA,Cigarette Retail,40.03316,-75.131232,POINT (-75.131232 40.03316),1
LACKAWANNA,Cigarette Retail,41.43608,-75.65992,POINT (-75.65992 41.43608),83
LACKAWANNA,OTP Retail,41.43642,-75.65967,POINT (-75.65967 41.43642),83
LUZERNE,Cig/OTP Retail,40.959066,-75.9955777,POINT (-75.9955777 40.959066),76
LACKAWANNA,Cigarette Retail,41.436337,-75.65973,POINT (-75.65973 41.436337),83
LACKAWANNA,OTP Retail,41.43641,-75.65968,POINT (-75.65968 41.43641),83
LACKAWANNA,Retail,41.399201,-75.673458,POINT (-75.673458 41.399201),131
LANCASTER,Cigarette Retail,40.03201,-76.316262,POINT (-76.316262 40.03201),5
FAYETTE,OTP Retail,39.900082,-79.730284,POINT (-79.730284 39.900082),390
FAYETTE,OTP Wholesaler,39.900082,-79.730284,POINT (-79.730284 39.900082),390
BLAIR,Retail,40.670104,-78.23679,POINT (-78.23679 40.670104),721
YORK,Cigarette Retail,39.998358,-76.604482,POINT (-76.604482 39.998358),-1
LUZERNE,Cigarette Vending,41.31593,-75.83164,POINT (-75.83164 41.31593),575
FAYETTE,Retail,39.825414,-79.744085,POINT (-79.744085 39.825414),-1
SOMERSET,Retail,39.802774,-79.354484,POINT (-79.354484 39.802774),-1
PHILADELPHIA,Cigarette Retail,39.991446,-75.175019,POINT (-75.175019 39.991446),1
DAUPHIN,Retail,40.26692,-76.866156,POINT (-76.866156 40.26692),87
DAUPHIN,Cig/OTP Retail,40.26692,-76.866156,POINT (-76.866156 40.26692),87
DAUPHIN,Cigarette/OTP Retail,40.266698017,-76.865998989,POINT (-76.865998989 40.266698017),87
LANCASTER,Cigarette Retail,40.048983,-76.298935,POINT (-76.298935 40.048983),5
DAUPHIN,Retail,40.281083,-76.894768,POINT (-76.894768 40.281083),87
DAUPHIN,Cig/OTP Retail,40.281083,-76.894768,POINT (-76.894768 40.281083),87
DAUPHIN,Retail,40.249257,-76.861791,POINT (-76.861791 40.249257),109
MONTGOMERY,Retail,40.244272,-75.639335,POINT (-75.639335 40.244272),27
MONTGOMERY,Cigarette/OTP Retail,40.244272,-75.639335,POINT (-75.639335 40.244272),27
MONTGOMERY,OTP Retail,40.244272,-75.639335,POINT (-75.639335 40.244272),27
BERKS,Retail,40.332193,-75.92704,POINT (-75.92704 40.332193),0
BERKS,Cigarette Retail,40.332193,-75.92704,POINT (-75.92704 40.332193),0
LACKAWANNA,Cigarette Retail,41.399201,-75.673458,POINT (-75.673458 41.399201),131
LACKAWANNA,OTP Retail,41.399171,-75.673494,POINT (-75.673494 41.399171),131
MONROE,Cigarette Retail,41.041469,-75.129235,POINT (-75.129235 41.041469),157
MONROE,OTP Retail,41.041469,-75.129235,POINT (-75.129235 41.041469),157
CHESTER,Cig/OTP Retail,39.998445,-75.729231,POINT (-75.729231 39.998445),1317
NORTHAMPTON,Cigarette/OTP Retail,40.686766,-75.250236,POINT (-75.250236 40.686766),151
BUCKS,Cigarette/OTP Retail,40.178593,-74.918031,POINT (-74.918031 40.178593),345
MERCER,Cig/OTP Retail,41.429997,-80.145964,POINT (-80.145964 41.429997),-1
MERCER,Cigarette Retail,41.431367,-80.147726,POINT (-80.147726 41.431367),-1
WESTMORELAND,Cigarette Retail,40.303897,-79.544731,POINT (-79.544731 40.303897),409
LACKAWANNA,OTP Retail,41.418327,-75.658042,POINT (-75.658042 41.418327),131
PHILADELPHIA,Cigarette Retail,40.024941,-75.118204,POINT (-75.118204 40.024941),1
PHILADELPHIA,OTP Retail,40.024941,-75.118204,POINT (-75.118204 40.024941),1
LACKAWANNA,Cigarette/OTP Retail,41.355164,-75.725303,POINT (-75.725303 41.355164),699
WASHINGTON,Cigarette/OTP Retail,40.2418908,-80.1850872,POINT (-80.1850872 40.2418908),-1
PHILADELPHIA,Cigarette/OTP Retail,40.024970006,-75.118392964,POINT (-75.118392964 40.024970006),1
PHILADELPHIA,Retail,40.011074,-75.140434,POINT (-75.140434 40.011074),1
PHILADELPHIA,Cig/OTP Retail,40.00467,-75.139475,POINT (-75.139475 40.00467),1
BERKS,Cigarette/OTP Retail,40.332486,-75.92598,POINT (-75.92598 40.332486),0
PHILADELPHIA,Retail,40.011074,-75.140434,POINT (-75.140434 40.011074),1
PHILADELPHIA,Cigarette Retail,40.005541,-75.183551,POINT (-75.183551 40.005541),1
PHILADELPHIA,Retail,39.940367,-75.176028,POINT (-75.176028 39.940367),1
PHILADELPHIA,Cigarette Retail,40.008136,-75.142621,POINT (-75.142621 40.008136),1
PHILADELPHIA,Cigarette Retail,39.927532016,-75.175366018,POINT (-75.175366018 39.927532016),1
PHILADELPHIA,Cigarette/OTP Retail,40.03777,-75.03817,POINT (-75.03817 40.03777),1
PHILADELPHIA,Cigarette/OTP Retail,39.976875,-75.231632,POINT (-75.231632 39.976875),1
ALLEGHENY,Cigarette/OTP Retail,40.455946,-80.016191,POINT (-80.016191 40.455946),379
DELAWARE,Cig/OTP Retail,39.870069,-75.287322,POINT (-75.287322 39.870069),-1
LAWRENCE,Cigarette/OTP Retail,40.976495012,-80.318410024,POINT (-80.318410024 40.976495012),-1
BUCKS,Cig/OTP Retail,40.447213,-75.149864,POINT (-75.149864 40.447213),-1
NORTHAMPTON,Cig/OTP Retail,40.748949,-75.300138,POINT (-75.300138 40.748949),-1
BUCKS,Cig/OTP Retail,40.5817957,-75.1967273,POINT (-75.1967273 40.5817957),-1
CAMBRIA,Cig/OTP Retail,40.366084,-78.790287,POINT (-78.790287 40.366084),1306
MONTGOMERY,Retail,40.150128,-75.08904,POINT (-75.08904 40.150128),-1
SCHUYLKILL,Retail,40.856751,-76.240574,POINT (-76.240574 40.856751),809
LYCOMING,Cig/OTP Retail,41.245765,-76.719947,POINT (-76.719947 41.245765),387
MONTGOMERY,Cigarette/OTP Retail,40.39315,-75.493823,POINT (-75.493823 40.39315),-1
BRADFORD,Cigarette/OTP Retail,41.983677,-76.543012,POINT (-76.543012 41.983677),143
WASHINGTON,Cigarette/OTP Retail,40.273508,-80.128345,POINT (-80.128345 40.273508),695
ELK,Cigarette/OTP Retail,41.264247,-78.498907,POINT (-78.498907 41.264247),673
MONTGOMERY,Cigarette Retail,40.09508,-75.415676,POINT (-75.415676 40.09508),61
MONTGOMERY,Cigarette Retail,40.09508,-75.415676,POINT (-75.415676 40.09508),61
MONTGOMERY,Cigarette Retail,40.09508,-75.415676,POINT (-75.415676 40.09508),61
MONTGOMERY,Cigarette Retail,40.09508,-75.415676,POINT (-75.415676 40.09508),61
CHESTER,Cig/OTP Retail,40.09898,-75.469106,POINT (-75.469106 40.09898),-1
MERCER,Cigarette Retail,41.215540633,-80.485912397,POINT (-80.485912397 41.215540633),404
MERCER,Cigarette/OTP Retail,41.214456,-80.48373,POINT (-80.48373 41.214456),404
HUNTINGDON,Cig/OTP Retail,40.569869,-78.048329,POINT (-78.048329 40.569869),1257
YORK,Cigarette/OTP Retail,40.159876,-76.805514,POINT (-76.805514 40.159876),1113
YORK,Cig/OTP Retail,40.05652,-76.80505,POINT (-76.80505 40.05652),-1
POTTER,Cigarette/OTP Retail,41.762064,-77.967536,POINT (-77.967536 41.762064),1099
POTTER,OTP Retail,41.76181,-77.96764,POINT (-77.96764 41.76181),1099
LUZERNE,Cigarette/OTP Retail,40.996649795,-76.070674012,POINT (-76.070674012 40.996649795),1163
CRAWFORD,Cigarette Vending,41.75876,-80.36957,POINT (-80.36957 41.75876),-1
COLUMBIA,Cigarette/OTP Retail,40.905595,-76.413355,POINT (-76.413355 40.905595),-1
LACKAWANNA,Cigarette Vending,41.54943,-75.5256,POINT (-75.5256 41.54943),-1
CLINTON,Cigarette Retail,41.03455,-77.30615,POINT (-77.30615 41.03455),-1
LUZERNE,Cigarette/OTP Retail,41.250266,-75.839318,POINT (-75.839318 41.250266),728
LUZERNE,Cigarette/OTP Retail,41.312234989,-75.740236196,POINT (-75.740236196 41.312234989),-1
LUZERNE,Cigarette/OTP Retail,41.238746,-75.894656,POINT (-75.894656 41.238746),63
LUZERNE,Cigarette/OTP Retail,41.31219,-75.74035,POINT (-75.74035 41.31219),-1
LUZERNE,Cigarette/OTP Retail,41.3361911,-75.9632546,POINT (-75.9632546 41.3361911),1318
LUZERNE,Cigarette/OTP Retail,41.3582403,-75.9639046,POINT (-75.9639046 41.3582403),-1
LUZERNE,Cigarette/OTP Retail,41.156957,-75.890348,POINT (-75.890348 41.156957),199
LUZERNE,Cigarette/OTP Retail,41.221148,-76.014753,POINT (-76.014753 41.221148),1105
LUZERNE,Cigarette/OTP Retail,41.270409,-75.861141,POINT (-75.861141 41.270409),-1
LUZERNE,Cigarette/OTP Retail,41.206242,-75.795398,POINT (-75.795398 41.206242),513
LACKAWANNA,Cigarette Retail,41.415151,-75.651505,POINT (-75.651505 41.415151),131
LACKAWANNA,OTP Retail,41.415151,-75.651505,POINT (-75.651505 41.415151),131
MONTGOMERY,Cigarette/OTP Retail,40.112468987,-75.339613015,POINT (-75.339613015 40.112468987),135
YORK,Cigarette/OTP Retail,39.854533,-76.771303,POINT (-76.771303 39.854533),-1
CENTRE,OTP Retail,40.797555,-77.85616,POINT (-77.85616 40.797555),84
CENTRE,OTP Retail,40.797555,-77.85616,POINT (-77.85616 40.797555),84
NORTHAMPTON,Cigarette Vending,40.71327,-75.32415,POINT (-75.32415 40.71327),-1
CHESTER,OTP Retail,40.040183,-75.726915,POINT (-75.726915 40.040183),-1
WESTMORELAND,Cigarette/OTP Retail,40.141768,-79.841583,POINT (-79.841583 40.141768),651
PHILADELPHIA,Cigarette/OTP Retail,39.93173,-75.22641,POINT (-75.22641 39.93173),1
ERIE,Cigarette Wholesaler,42.112874,-80.071053,POINT (-80.071053 42.112874),47
PHILADELPHIA,Cigarette/OTP Retail,39.994688,-75.094568,POINT (-75.094568 39.994688),1
LUZERNE,Cigarette/OTP Retail,41.307851041,-75.820798923,POINT (-75.820798923 41.307851041),-1
PHILADELPHIA,Cigarette/OTP Retail,39.996634983,-75.1158740349999,POINT (-75.1158740349999 39.996634983),1
PHILADELPHIA,Cigarette/OTP Retail,40.074323,-75.035334,POINT (-75.035334 40.074323),110
WESTMORELAND,Cigarette/OTP Retail,40.596632,-79.570867,POINT (-79.570867 40.596632),999
LUZERNE,Cigarette/OTP Retail,41.18815,-76.01245,POINT (-76.01245 41.18815),-1
LUZERNE,Cig/OTP Retail,41.188127,-76.012412,POINT (-76.012412 41.188127),-1
DAUPHIN,Cigarette Retail,40.262596,-76.865238,POINT (-76.865238 40.262596),87
WESTMORELAND,OTP Retail,40.30279,-79.54256,POINT (-79.54256 40.30279),409
LANCASTER,Cigarette Stamping Agent,40.618248,-75.459507,POINT (-75.459507 40.618248),71
MIFFLIN,Retail,40.59739,-77.577465,POINT (-77.577465 40.59739),123
MIFFLIN,OTP Retail,40.59739,-77.577465,POINT (-77.577465 40.59739),123
PHILADELPHIA,Cigarette/OTP Retail,40.02547598,-75.223086958,POINT (-75.223086958 40.02547598),670
LEHIGH,Cigarette/OTP Retail,40.68123,-75.695,POINT (-75.695 40.68123),-1
LEHIGH,Cigarette/OTP Retail,40.5983630100001,-75.5266809999999,POINT (-75.5266809999999 40.5983630100001),332
MONTGOMERY,Cigarette/OTP Retail,40.232745225,-75.52766173,POINT (-75.52766173 40.232745225),-1
WESTMORELAND,Cigarette Retail,40.306162,-79.575882,POINT (-79.575882 40.306162),1281
WESTMORELAND,OTP Retail,40.306162,-79.575882,POINT (-79.575882 40.306162),1281
FRANKLIN,OTP Retail,39.922457989,-77.609726013,POINT (-77.609726013 39.922457989),594
FRANKLIN,Cigarette Retail,39.922457989,-77.609726013,POINT (-77.609726013 39.922457989),594
POTTER,OTP Retail,41.774478,-78.021012,POINT (-78.021012 41.774478),901
LACKAWANNA,OTP Retail,41.4652216,-75.6477013,POINT (-75.6477013 41.4652216),727
LACKAWANNA,OTP Retail,41.4652216,-75.6477013,POINT (-75.6477013 41.4652216),727
CUMBERLAND,Cigarette/OTP Retail,40.062618764,-77.495896019,POINT (-77.495896019 40.062618764),584
CUMBERLAND,Cigarette/OTP Retail,40.062618764,-77.495896019,POINT (-77.495896019 40.062618764),584
YORK,Cig/OTP Retail,39.932889,-76.682835,POINT (-76.682835 39.932889),1143
YORK,Cigarette/OTP Retail,39.932889,-76.682835,POINT (-76.682835 39.932889),1143
YORK,Cig/OTP Retail,39.973023,-76.675304,POINT (-76.675304 39.973023),646
CUMBERLAND,Cigarette/OTP Retail,40.062975,-77.496269,POINT (-77.496269 40.062975),584
YORK,Cigarette/OTP Retail,39.93458928,-76.683644717,POINT (-76.683644717 39.93458928),1143
ALLEGHENY,OTP Retail,40.357849999,-80.112730023,POINT (-80.112730023 40.357849999),330
CENTRE,Cigarette/OTP Retail,40.912411731,-77.778083896,POINT (-77.778083896 40.912411731),668
LACKAWANNA,OTP Retail,41.4596586,-75.6527656,POINT (-75.6527656 41.4596586),727
LUZERNE,OTP Retail,41.307125,-75.833197,POINT (-75.833197 41.307125),-1
LUZERNE,OTP Retail,41.24275,-75.862338,POINT (-75.862338 41.24275),63
LUZERNE,OTP Retail,41.242752,-75.862339,POINT (-75.862339 41.242752),63
LUZERNE,OTP Retail,41.341108,-75.97755,POINT (-75.97755 41.341108),96
YORK,OTP Retail,41.27559,-75.876581,POINT (-75.876581 41.27559),1224
LUZERNE,OTP Retail,41.307129,-75.833201,POINT (-75.833201 41.307129),-1
LUZERNE,OTP Retail,41.24275,-75.862338,POINT (-75.862338 41.24275),63
LEHIGH,Cigarette/OTP Retail,40.551117,-75.596052,POINT (-75.596052 40.551117),1140
ALLEGHENY,Cig/OTP Retail,40.441612,-79.956892,POINT (-79.956892 40.441612),166
LACKAWANNA,OTP Retail,41.440646,-75.647243,POINT (-75.647243 41.440646),118
CLINTON,OTP Retail,41.137056,-77.444568,POINT (-77.444568 41.137056),593
LYCOMING,OTP Retail,41.239267,-77.004819,POINT (-77.004819 41.239267),179
LYCOMING,OTP Retail,41.217256003,-77.176528972,POINT (-77.176528972 41.217256003),133
ALLEGHENY,OTP Retail,40.46239,-79.950404,POINT (-79.950404 40.46239),15
ALLEGHENY,OTP Retail,40.428257,-79.971508,POINT (-79.971508 40.428257),79
WESTMORELAND,OTP Retail,40.33069,-79.738745,POINT (-79.738745 40.33069),1139
MONTGOMERY,OTP Retail Itinerant,40.233213,-75.471864,POINT (-75.471864 40.233213),-1
DAUPHIN,Cigarette/OTP Retail,40.258511,-76.803596,POINT (-76.803596 40.258511),221
ERIE,Cigarette/OTP Retail,42.112703,-80.075795,POINT (-80.075795 42.112703),47
MONROE,OTP Retail,41.118812,-75.354786,POINT (-75.354786 41.118812),-1
ERIE,Cigarette Retail,42.09877,-80.10913,POINT (-80.10913 42.09877),159
LUZERNE,Cigarette/OTP Retail,41.2472100160001,-75.8793672749999,POINT (-75.8793672749999 41.2472100160001),63
WESTMORELAND,OTP Retail,40.19815,-79.83173,POINT (-79.83173 40.19815),-1
WESTMORELAND,OTP Retail,40.231929,-79.584541,POINT (-79.584541 40.231929),407
BUCKS,OTP Retail,40.0655659940001,-74.9749190059999,POINT (-74.9749190059999 40.0655659940001),260
BUCKS,Cigarette Retail,40.0655659940001,-74.9749190059999,POINT (-74.9749190059999 40.0655659940001),260
LANCASTER,OTP Retail,40.08602,-76.203746,POINT (-76.203746 40.08602),-1
MONTGOMERY,Cigarette/OTP Retail,40.131987436,-75.328753158,POINT (-75.328753158 40.131987436),1089
BLAIR,OTP Wholesaler,40.52155,-78.384037,POINT (-78.384037 40.52155),571
BLAIR,OTP Retail,40.469759,-78.403389,POINT (-78.403389 40.469759),541
CAMBRIA,OTP Retail,40.267951,-78.855814,POINT (-78.855814 40.267951),535
CENTRE,OTP Retail,40.785479,-77.829234,POINT (-77.829234 40.785479),1251
CLEARFIELD,OTP Retail,41.126381,-78.734336,POINT (-78.734336 41.126381),1282
HUNTINGDON,OTP Retail,40.488218,-78.032366,POINT (-78.032366 40.488218),-1
BLAIR,OTP Retail,40.497444,-78.393566,POINT (-78.393566 40.497444),-1
DAUPHIN,OTP Retail,40.275619,-76.821211,POINT (-76.821211 40.275619),1169
PHILADELPHIA,Cigarette Retail,40.07907,-75.02561,POINT (-75.02561 40.07907),110
BEAVER,OTP Retail,40.590515,-80.229693,POINT (-80.229693 40.590515),358
ERIE,Cigarette/OTP Retail,42.000104008,-80.318804979,POINT (-80.318804979 42.000104008),495
CAMBRIA,OTP Wholesaler,40.24636,-78.84158,POINT (-78.84158 40.24636),-1
LUZERNE,OTP Retail,41.328995,-75.796415,POINT (-75.796415 41.328995),761
SUSQUEHANNA,OTP Retail,41.965477864,-75.741080265,POINT (-75.741080265 41.965477864),403
SUSQUEHANNA,OTP Retail,41.96551,-75.74098,POINT (-75.74098 41.96551),403
YORK,Cigarette/OTP Retail,39.908978003,-76.791622004,POINT (-76.791622004 39.908978003),-1
NORTHAMPTON,OTP Manufacturer,40.69108,-75.212193,POINT (-75.212193 40.69108),21
NORTHAMPTON,OTP Retail,40.69108,-75.212193,POINT (-75.212193 40.69108),21
PHILADELPHIA,OTP Retail,39.970332,-75.130081,POINT (-75.130081 39.970332),1
PHILADELPHIA,OTP Retail,39.952933,-75.154812,POINT (-75.154812 39.952933),1
WESTMORELAND,OTP Retail,40.400614,-79.585415,POINT (-79.585415 40.400614),851
ALLEGHENY,OTP Retail,40.601996,-79.75171,POINT (-79.75171 40.601996),130
DAUPHIN,OTP Retail,40.192583,-76.732265,POINT (-76.732265 40.192583),40
DAUPHIN,OTP Retail,40.194867,-76.731203,POINT (-76.731203 40.194867),40
DAUPHIN,OTP Retail,40.192583,-76.732265,POINT (-76.732265 40.192583),40
BERKS,OTP Manufacturer,40.325772,-76.028616,POINT (-76.028616 40.325772),216
BERKS,OTP Retail,40.325772,-76.028616,POINT (-76.028616 40.325772),216
ALLEGHENY,OTP Retail,40.517676,-80.09317,POINT (-80.09317 40.517676),-1
BUCKS,Cigarette/OTP Retail,40.360341016,-74.95010698,POINT (-74.95010698 40.360341016),405
BUCKS,OTP Retail,40.36039,-74.949983,POINT (-74.949983 40.36039),405
ALLEGHENY,Cigarette/OTP Retail,40.383929997,-79.977743998,POINT (-79.977743998 40.383929997),125
WESTMORELAND,OTP Retail,40.40066,-79.58564,POINT (-79.58564 40.40066),851
LACKAWANNA,OTP Retail,41.460879209,-75.657347749,POINT (-75.657347749 41.460879209),727
LUZERNE,OTP Wholesaler,41.161606,-75.872422,POINT (-75.872422 41.161606),-1
LANCASTER,OTP Manufacturer,40.187628,-76.183948,POINT (-76.183948 40.187628),1070
LANCASTER,OTP Retail,40.187628,-76.183948,POINT (-76.183948 40.187628),1070
WASHINGTON,OTP Retail,40.213746,-80.194784,POINT (-80.194784 40.213746),-1
ERIE,OTP Retail,42.087333,-80.086996,POINT (-80.086996 42.087333),906
ALLEGHENY,OTP Retail,40.49087,-79.864507,POINT (-79.864507 40.49087),529
CHESTER,OTP Retail,40.041192,-75.538414,POINT (-75.538414 40.041192),866
CHESTER,OTP Retail,39.997936,-75.732672,POINT (-75.732672 39.997936),1317
CHESTER,OTP Retail,39.997936,-75.732672,POINT (-75.732672 39.997936),1317
MONTGOMERY,OTP Retail,40.235357,-75.574173,POINT (-75.574173 40.235357),-1
BLAIR,OTP Retail,40.515544,-78.414036,POINT (-78.414036 40.515544),-1
CAMBRIA,OTP Retail,40.325249,-78.920466,POINT (-78.920466 40.325249),236
INDIANA,OTP Retail,40.623495,-79.148208,POINT (-79.148208 40.623495),386
PHILADELPHIA,OTP Retail,40.166051,-74.986496,POINT (-74.986496 40.166051),162
LEHIGH,OTP Retail,40.588681,-75.559055,POINT (-75.559055 40.588681),-1
LEHIGH,OTP Retail,40.588681,-75.559055,POINT (-75.559055 40.588681),-1
PHILADELPHIA,OTP Retail,40.07907,-75.02561,POINT (-75.02561 40.07907),110
BUTLER,OTP Retail,40.697532,-79.718593,POINT (-79.718593 40.697532),82
BUTLER,OTP Retail,40.69727,-79.71837,POINT (-79.71837 40.69727),82
ERIE,Cigarette/OTP Retail,42.11906,-80.09953,POINT (-80.09953 42.11906),189
ALLEGHENY,OTP Retail,40.367519,-79.780109,POINT (-79.780109 40.367519),790
ALLEGHENY,OTP Retail,40.361565,-79.932574,POINT (-79.932574 40.361565),-1
ERIE,OTP Retail,42.118700981,-80.099757016,POINT (-80.099757016 42.118700981),189
SNYDER,OTP Retail,40.84584,-76.8228,POINT (-76.8228 40.84584),-1
UNION,OTP Retail,40.990321,-76.881464,POINT (-76.881464 40.990321),-1
FAYETTE,OTP Retail,39.900604,-79.73165,POINT (-79.73165 39.900604),390
FAYETTE,OTP Retail,39.900604,-79.73165,POINT (-79.73165 39.900604),390
FAYETTE,OTP Retail,40.017392,-79.594469,POINT (-79.594469 40.017392),844
PHILADELPHIA,OTP Retail,39.942476,-75.157089,POINT (-75.157089 39.942476),1
PHILADELPHIA,OTP Manufacturer,39.943316,-75.162865,POINT (-75.162865 39.943316),1
FAYETTE,OTP Retail,39.925652,-79.72677,POINT (-79.72677 39.925652),262
MERCER,OTP Retail,41.232853,-80.511526,POINT (-80.511526 41.232853),105
MONTGOMERY,OTP Retail,40.176402,-75.106425,POINT (-75.106425 40.176402),283
YORK,OTP Retail,39.817668,-76.994317,POINT (-76.994317 39.817668),453
BUCKS,OTP Retail,40.363201,-74.951699,POINT (-74.951699 40.363201),405
BUCKS,OTP Manufacturer,40.363201,-74.951699,POINT (-74.951699 40.363201),405
BUCKS,OTP Retail,40.363201,-74.951699,POINT (-74.951699 40.363201),405
PHILADELPHIA,Cigarette/OTP Retail,40.005127,-75.149543,POINT (-75.149543 40.005127),1
PHILADELPHIA,Cigarette Retail,39.983804,-75.184762,POINT (-75.184762 39.983804),1
PHILADELPHIA,Cigarette/OTP Retail,39.993543,-75.126934,POINT (-75.126934 39.993543),1
PHILADELPHIA,Cigarette Retail,40.018942999,-75.077449966,POINT (-75.077449966 40.018942999),1
FAYETTE,Cigarette Retail,40.10033,-79.840076,POINT (-79.840076 40.10033),-1
LACKAWANNA,Cig/OTP Retail,41.426041,-75.635562,POINT (-75.635562 41.426041),-1
FRANKLIN,OTP Retail,39.938894,-77.660986,POINT (-77.660986 39.938894),51
FRANKLIN,OTP Retail,39.738225,-77.530562,POINT (-77.530562 39.738225),1003
FRANKLIN,OTP Wholesaler,39.7228483,-77.7224904,POINT (-77.7224904 39.7228483),-1
DELAWARE,Cigarette/OTP Retail,39.940790008,-75.259259984,POINT (-75.259259984 39.940790008),1
CUMBERLAND,Cig/OTP Retail,40.217124,-76.985694,POINT (-76.985694 40.217124),35
BEAVER,Cigarette/OTP Retail,40.616117,-80.24764,POINT (-80.24764 40.616117),518
BEAVER,Cigarette/OTP Retail,40.748544,-80.319611,POINT (-80.319611 40.748544),140
MERCER,Cigarette/OTP Retail,41.416096,-80.342662,POINT (-80.342662 41.416096),-1
MERCER,Cig/OTP Retail,41.416096,-80.342662,POINT (-80.342662 41.416096),-1
INDIANA,Cigarette/OTP Retail,40.43059398,-79.26405101,POINT (-79.26405101 40.43059398),102
PHILADELPHIA,Cigarette/OTP Retail,40.050936,-75.172993,POINT (-75.172993 40.050936),1
PHILADELPHIA,Cigarette/OTP Retail,40.050781993,-75.172819009,POINT (-75.172819009 40.050781993),1
BERKS,OTP Retail,40.34732,-75.916719,POINT (-75.916719 40.34732),0
BERKS,Cigarette Retail,40.34732,-75.916719,POINT (-75.916719 40.34732),0
SCHUYLKILL,Cigarette/OTP Retail,40.797348,-75.968435,POINT (-75.968435 40.797348),574
SCHUYLKILL,Cigarette/OTP Retail,40.79733,-75.96874,POINT (-75.96874 40.79733),574
INDIANA,Retail,40.534294,-79.16081,POINT (-79.16081 40.534294),-1
DELAWARE,Cigarette/OTP Retail,39.892191,-75.321793,POINT (-75.321793 39.892191),46
PHILADELPHIA,Cigarette/OTP Retail,39.941959996,-75.150587016,POINT (-75.150587016 39.941959996),1
PHILADELPHIA,Cig/OTP Retail,39.941928,-75.151649,POINT (-75.151649 39.941928),1
DELAWARE,OTP Retail,39.892191,-75.321793,POINT (-75.321793 39.892191),46
MONTGOMERY,OTP Retail,40.195251,-75.467798,POINT (-75.467798 40.195251),475
DELAWARE,OTP Retail,39.967639,-75.289355,POINT (-75.289355 39.967639),533
MONTGOMERY,OTP Retail,40.0225792,-75.321024,POINT (-75.321024 40.0225792),296
BERKS,Cigarette Retail,40.343977,-75.917884,POINT (-75.917884 40.343977),0
PHILADELPHIA,Cigarette/OTP Retail,39.985792825,-75.111676988,POINT (-75.111676988 39.985792825),1
PHILADELPHIA,Cigarette/OTP Retail,40.00636,-75.14081,POINT (-75.14081 40.00636),1
PHILADELPHIA,Cigarette/OTP Retail,40.007475005,-75.148852968,POINT (-75.148852968 40.007475005),1
PHILADELPHIA,Retail,40.006349,-75.140828,POINT (-75.140828 40.006349),1
DELAWARE,Cigarette Retail,39.851228,-75.349601,POINT (-75.349601 39.851228),683
DELAWARE,Cigarette Retail,39.851228,-75.349601,POINT (-75.349601 39.851228),683
DELAWARE,Cigarette Retail,39.851228,-75.349601,POINT (-75.349601 39.851228),683
DELAWARE,Cigarette Retail,39.851228,-75.349601,POINT (-75.349601 39.851228),683
INDIANA,Cig/OTP Retail,40.575658,-79.132936,POINT (-79.132936 40.575658),-1
DELAWARE,Cigarette/OTP Retail,39.873262,-75.389653,POINT (-75.389653 39.873262),395
ADAMS,Retail,39.78833,-77.367428,POINT (-77.367428 39.78833),43
DELAWARE,Cigarette/OTP Retail,39.954500999,-75.255197024,POINT (-75.255197024 39.954500999),1
DELAWARE,Retail,39.9578102,-75.2868416,POINT (-75.2868416 39.9578102),1
LACKAWANNA,Cigarette/OTP Retail,41.368866,-75.687381,POINT (-75.687381 41.368866),543
ALLEGHENY,Cigarette Retail,40.502486988,-79.81261204,POINT (-79.81261204 40.502486988),-1
